"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,68.1871,,
"SVK","Slovak Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,68.64977,,
"SVK","Slovak Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,68.02513,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,74.24988,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,73.91598,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,73.99818,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,73.78182,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,73.36839,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,72.47317,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,72.78857,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,72.81426,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,72.33952,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,72.56458,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,73.85859,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,74.3355,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,74.44416,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,75.28178,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,75.29671,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,75.06989,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,74.79437,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,75.21637,,
"SVK","Slovak Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,75.34583,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,70.61991,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,70.34988,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,70.44266,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,70.24391,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,70.08877,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,69.1488,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,69.33387,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,69.38815,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,68.11839,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,69.09271,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,70.05818,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,70.51719,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,70.77428,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,71.46021,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,71.41594,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,71.66544,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,71.53262,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,71.96452,,
"SVK","Slovak Republic","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,71.71693,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,57.46251,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,58.16378,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,57.95663,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,58.04807,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,57.29392,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,54.04053,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,55.60386,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,56.05896,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,56.15964,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,57.62611,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,58.83268,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,59.17174,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,59.26807,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,59.69905,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,59.527,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,59.62349,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,60.14048,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,60.61204,,
"ESP","Spain","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,61.26793,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,68.54069,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,69.00932,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,68.58761,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,68.67329,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,68.0709,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,64.66179,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,65.71376,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,66.11328,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,66.2965,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,67.35694,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,67.91138,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,68.6319,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,68.93672,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,69.46291,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,69.5733,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,69.19648,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,69.15853,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,70.23829,,
"ESP","Spain","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,70.24287,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,63.00283,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,63.58458,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,63.28059,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,63.36321,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,62.67332,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,59.34104,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,60.67289,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,61.09346,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,61.22057,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,62.48959,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,63.37933,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,63.90147,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,64.10067,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,64.57098,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,64.54478,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,64.40804,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,64.65513,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,65.40768,,
"ESP","Spain","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,65.7479,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,75.02643,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,74.82091,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,74.34696,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,74.49319,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,73.5827,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,72.11865,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,72.60385,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,72.6256,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,72.29158,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,73.48125,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,73.6065,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,73.76039,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,74.06326,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,74.72988,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,74.83896,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,75.06635,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,75.53941,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,75.7664,,
"SWE","Sweden","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,75.38718,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,78.31423,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,78.63394,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,78.47735,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,78.26296,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,77.99208,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,76.89686,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,76.20193,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,76.62814,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,76.50294,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,77.09637,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,77.60065,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,78.32185,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,79.00053,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,79.42875,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,79.87525,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,79.40396,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,79.37528,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,79.36439,,
"SWE","Sweden","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,79.46708,,
"SWE","Sweden","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,76.70887,,
"SWE","Sweden","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,76.77132,,
"SWE","Sweden","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,76.46342,,
